npc_id,npc_name,region,sub_location,area,role,archetype,file
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.15,"Mirek Dubwater, Herald under Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Pilgrim,pilot,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/15_mirek_dubwater_herald_under_echo.glb
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.16,"Juno Gantryn, Fixer under Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Pilgrim,pilot,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/16_juno_gantryn_fixer_under_echo.glb
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.17,"Auren Trenchmark, Navigator under Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Pilgrim,tamer,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/17_auren_trenchmark_navigator_under_echo.glb
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.18,"Isolde Spirebound, Ranger at Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Engineer,sentinel,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/18_isolde_spirebound_ranger_at_echo.glb
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.19,"Thorne Cinderholt, Scout from Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Captain,archivist,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/19_thorne_cinderholt_scout_from_echo.glb
03_western_wastes_and_arid_plains.10_the_phonetic_wastes.10.20,"Brant Frostrelay, Fixer under Echo",03 Western Wastes And Arid Plains,10 The Phonetic Wastes,Echo Forum,Engineer,mystic,sub_locations/03_western_wastes_and_arid_plains/10_the_phonetic_wastes/10_echo_forum/20_brant_frostrelay_fixer_under_echo.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.01,"Ossa Frostrelay, Oracle of Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Specialist,archivist,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/01_ossa_frostrelay_oracle_of_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.02,"Varren Runeclasp, Sentinel at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Cartographer,archivist,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/02_varren_runeclasp_sentinel_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.03,"Noor Tideforged, Mechanist near Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Runner,sentinel,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/03_noor_tideforged_mechanist_near_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.04,"Eryk Rootborne, Scout at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Tamer,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/04_eryk_rootborne_scout_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.05,"Ren Rootborne, Herald under Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Archivist,archivist,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/05_ren_rootborne_herald_under_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.06,"Astra Ironwake, Sentinel of Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Ranger,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/06_astra_ironwake_sentinel_of_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.07,"Isolde Glassroot, Scout under Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Tactician,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/07_isolde_glassroot_scout_under_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.08,"Lyric Voidrill, Responder of Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Operator,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/08_lyric_voidrill_responder_of_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.09,"Mirek Glassroot, Runner at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Fixer,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/09_mirek_glassroot_runner_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.10,"Soren Brightlock, Diver at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Mechanist,navigator,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/10_soren_brightlock_diver_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.11,"Varren Skyharrow, Sentinel near Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Mechanist,mystic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/11_varren_skyharrow_sentinel_near_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.12,"Auren Stormhush, Watcher at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Scout,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/12_auren_stormhush_watcher_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.13,"Lio Gantryn, Engineer near Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Diver,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/13_lio_gantryn_engineer_near_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.14,"Lyric Whispercoil, Smith under Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Sentinel,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/14_lyric_whispercoil_smith_under_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.15,"Juno Starfall, Specialist near Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Keeper,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/15_juno_starfall_specialist_near_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.16,"Juno Voxmere, Specialist near Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Sentinel,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/16_juno_voxmere_specialist_near_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.17,"Nix Ironwake, Watcher of Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Tactician,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/17_nix_ironwake_watcher_of_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.18,"Ossa Rootborne, Tactician at Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Watcher,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/18_ossa_rootborne_tactician_at_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.19,"Quill Chromabell, Tamer from Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Fixer,medic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/19_quill_chromabell_tamer_from_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.01.20,"Eryk Brightlock, Marshal from Verdant",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Verdant Spire Roost,Archivist,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/01_verdant_spire_roost/20_eryk_brightlock_marshal_from_verdant.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.01,"Sable Starfall, Responder under Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Scout,mystic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/01_sable_starfall_responder_under_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.02,"Makoa Ironwake, Mechanist of Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Herald,sentinel,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/02_makoa_ironwake_mechanist_of_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.03,"Elo Runeclasp, Cartographer of Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Scout,navigator,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/03_elo_runeclasp_cartographer_of_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.04,"Eryk Echohand, Mechanist of Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Captain,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/04_eryk_echohand_mechanist_of_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.05,"Tovin Stormhush, Responder from Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Ranger,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/05_tovin_stormhush_responder_from_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.06,"Pax Dubwater, Diver at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Warden,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/06_pax_dubwater_diver_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.07,"Auren Riftwalker, Guide at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Navigator,tamer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/07_auren_riftwalker_guide_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.08,"Lyric Dubwater, Sentinel from Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Archivist,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/08_lyric_dubwater_sentinel_from_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.09,"Varren Nullborne, Keeper near Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Keeper,medic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/09_varren_nullborne_keeper_near_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.10,"Ilyra Deepwell, Broker at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Guide,navigator,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/10_ilyra_deepwell_broker_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.11,"Yara Cragwarden, Broker under Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Pilgrim,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/11_yara_cragwarden_broker_under_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.12,"Korra Signalborn, Sentinel under Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Warden,sentinel,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/12_korra_signalborn_sentinel_under_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.13,"Ilyra Runeclasp, Operator under Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Cartographer,navigator,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/13_ilyra_runeclasp_operator_under_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.14,"Ren Wayfare, Mechanist at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Sentinel,sentinel,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/14_ren_wayfare_mechanist_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.15,"Quill Mossguard, Broker at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Pilgrim,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/15_quill_mossguard_broker_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.16,"Korra Latchward, Custodian near Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Oracle,archivist,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/16_korra_latchward_custodian_near_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.17,"Dax Deepwell, Oracle at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Engineer,medic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/17_dax_deepwell_oracle_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.18,"Yara Emberkin, Ranger at Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Pilgrim,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/18_yara_emberkin_ranger_at_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.19,"Isolde Dubwater, Tactician from Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Broker,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/19_isolde_dubwater_tactician_from_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.02.20,"Ren Stormhush, Tamer under Canopy",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Canopy Arch Bridges,Guide,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/02_canopy_arch_bridges/20_ren_stormhush_tamer_under_canopy.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.01,"Calder Glassroot, Marshal of Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Herald,medic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/01_calder_glassroot_marshal_of_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.02,"Ren Deepwell, Mechanist from Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Archivist,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/02_ren_deepwell_mechanist_from_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.03,"Dax Runeclasp, Keeper at Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Archivist,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/03_dax_runeclasp_keeper_at_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.04,"Lyric Cragwarden, Archivist near Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Scout,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/04_lyric_cragwarden_archivist_near_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.05,"Pax Starfall, Warden at Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Specialist,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/05_pax_starfall_warden_at_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.06,"Vale Glassroot, Tamer from Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Marshal,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/06_vale_glassroot_tamer_from_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.07,"Sable Trenchmark, Captain from Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Tactician,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/07_sable_trenchmark_captain_from_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.08,"Lio Voidrill, Keeper at Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Smith,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/08_lio_voidrill_keeper_at_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.09,"Vexa Frostrelay, Oracle of Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Keeper,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/09_vexa_frostrelay_oracle_of_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.10,"Isolde Dubwater, Smith at Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Navigator,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/10_isolde_dubwater_smith_at_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.11,"Selka Cinderholt, Sentinel under Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Archivist,mystic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/11_selka_cinderholt_sentinel_under_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.12,"Juno Skyharrow, Smith near Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Responder,pilot,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/12_juno_skyharrow_smith_near_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.13,"Sable Stormhush, Tactician under Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Custodian,tamer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/13_sable_stormhush_tactician_under_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.14,"Maven Chromabell, Runner of Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Medic,engineer,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/14_maven_chromabell_runner_of_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.15,"Eryk Ironwake, Courier of Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Keeper,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/15_eryk_ironwake_courier_of_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.16,"Elo Voidrill, Oracle near Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Custodian,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/16_elo_voidrill_oracle_near_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.17,"Vela Cragwarden, Cartographer under Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Medic,worker,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/17_vela_cragwarden_cartographer_under_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.18,"Lyric Rootborne, Captain near Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Smith,scout,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/18_lyric_rootborne_captain_near_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.19,"Kael Voxmere, Keeper from Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Marshal,navigator,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/19_kael_voxmere_keeper_from_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.03.20,"Rook Dubwater, Scout near Vine",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Vine Transit Spine,Herald,mystic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/03_vine_transit_spine/20_rook_dubwater_scout_near_vine.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.01,"Makoa Frostrelay, Engineer near Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Ranger,medic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/01_makoa_frostrelay_engineer_near_luminroot.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.02,"Bex Emberkin, Marshal at Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Courier,archivist,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/02_bex_emberkin_marshal_at_luminroot.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.03,"Juno Skyharrow, Warden at Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Warden,merchant,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/03_juno_skyharrow_warden_at_luminroot.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.04,"Thorne Cinderholt, Runner of Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Marshal,mystic,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/04_thorne_cinderholt_runner_of_luminroot.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.05,"Elo Gantryn, Diver from Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Tactician,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/05_elo_gantryn_diver_from_luminroot.glb
04_eastern_wilds_and_ancient_archives.01_the_emerald_canopy_sanctuary.04.06,"Varren Frostrelay, Medic near Luminroot",04 Eastern Wilds And Ancient Archives,01 The Emerald Canopy Sanctuary,Luminroot Shrine Clearing,Archivist,warden,sub_locations/04_eastern_wilds_and_ancient_archives/01_the_emerald_canopy_sanctuary/04_luminroot_shrine_clearing/06_varren_frostrelay_medic_near_luminroot.glb
